emp_no,first_name,last_name,gender,birth_date,hire_date,salary,title,from_date,t_to_date,de_to_date,de_dept_no,d_dept_no,dept_name
408654,Yongqiao,Cochrane,M,1965-01-09,1986-10-27,47427,Senior Staff,1991-10-27,9999-01-01,9999-01-01,d009,d009,Customer Service
40773,Shimshon,Aingworth,M,1965-01-09,1986-04-13,40000,Senior Staff,1991-04-13,9999-01-01,9999-01-01,d009,d009,Customer Service
413831,Mohamadou,Grabner,M,1965-01-09,1991-11-25,40444,Senior Staff,1998-11-25,9999-01-01,9999-01-01,d009,d009,Customer Service
292146,Khatoun,Pulkowski,F,1965-01-09,1994-02-25,40000,Engineer,1998-01-11,9999-01-01,9999-01-01,d005,d005,Development
18810,Taiji,Jarecki,M,1965-01-09,1987-04-13,40000,Senior Engineer,1999-06-27,9999-01-01,9999-01-01,d005,d005,Development
28974,Chenxi,Sundgren,F,1965-01-09,1986-06-22,40000,Senior Engineer,1986-09-02,9999-01-01,9999-01-01,d005,d005,Development
263439,Atreye,Kabayashi,M,1965-01-09,1986-12-15,40000,Senior Engineer,1986-12-15,9999-01-01,9999-01-01,d005,d005,Development
404462,Anestis,Setlzner,M,1965-01-09,1985-07-13,40194,Senior Engineer,1991-07-13,9999-01-01,9999-01-01,d005,d005,Development
21843,Karsten,Azadmanesh,M,1965-01-09,1985-11-29,52216,Senior Engineer,1985-11-29,9999-01-01,9999-01-01,d005,d005,Development
457611,Indrajit,Krogh,M,1965-01-09,1993-06-01,40000,Engineer,1998-09-18,9999-01-01,9999-01-01,d005,d005,Development
208147,Manu,Rothenberg,M,1965-01-09,1988-12-06,57788,Senior Engineer,1995-12-07,9999-01-01,9999-01-01,d005,d005,Development
287808,Vidar,Ozeki,M,1965-01-09,1995-06-09,51801,Technique Leader,1996-06-17,9999-01-01,9999-01-01,d005,d005,Development
287984,Troy,Kobuchi,M,1965-01-09,1987-09-11,45001,Senior Engineer,1999-02-12,9999-01-01,9999-01-01,d005,d005,Development
429481,Subhada,Emmerich,M,1965-01-09,1989-12-10,50310,Engineer,1996-03-06,9999-01-01,9999-01-01,d005,d005,Development
220131,Reinhard,Slaats,F,1965-01-09,1991-12-01,48012,Senior Engineer,1999-06-08,9999-01-01,9999-01-01,d005,d005,Development
400780,Poornachandra,Asser,M,1965-01-09,1985-07-08,40000,Engineer,1993-11-07,9999-01-01,9999-01-01,d005,d005,Development
498845,Arumugam,Pelc,M,1965-01-09,1999-08-17,40000,Senior Engineer,1999-11-13,9999-01-01,9999-01-01,d005,d005,Development
83289,Shigeichiro,Engelmann,M,1965-01-09,1992-02-29,40000,Senior Engineer,2000-01-09,9999-01-01,9999-01-01,d005,d005,Development
406239,Marek,Tomescu,F,1965-01-09,1995-05-15,40000,Senior Engineer,2002-05-15,9999-01-01,9999-01-01,d005,d005,Development
299346,Fumitake,Sichman,F,1965-01-09,1991-02-21,40000,Senior Staff,1991-02-21,9999-01-01,9999-01-01,d003,d003,Human Resources
263012,Hideo,Buchter,F,1965-01-09,1986-05-02,40755,Staff,1999-05-01,9999-01-01,9999-01-01,d003,d003,Human Resources
246244,George,Casperson,F,1965-01-09,1998-06-15,53305,Staff,2000-01-20,9999-01-01,9999-01-01,d003,d003,Human Resources
428082,Ronghao,Alpin,M,1965-01-09,1991-09-11,40000,Senior Staff,2000-09-10,9999-01-01,9999-01-01,d003,d003,Human Resources
69219,Shuky,Redmiles,F,1965-01-09,1985-03-18,75769,Senior Staff,1994-07-06,9999-01-01,9999-01-01,d001,d001,Marketing
78106,Ashish,Ratnaker,M,1965-01-09,1986-11-10,73059,Senior Staff,1986-11-10,9999-01-01,9999-01-01,d001,d001,Marketing
246798,Tianruo,Strooper,F,1965-01-09,1993-08-26,96152,Senior Staff,1999-10-28,9999-01-01,9999-01-01,d001,d001,Marketing
58147,Shigenori,Sullins,M,1965-01-09,1988-02-24,55703,Senior Staff,1988-02-24,9999-01-01,9999-01-01,d001,d001,Marketing
243898,Arch,Basawa,M,1965-01-09,1995-11-01,58876,Staff,1998-05-10,9999-01-01,9999-01-01,d001,d001,Marketing
200735,Dinah,Denos,F,1965-01-09,1992-09-21,65769,Senior Staff,2001-09-21,9999-01-01,9999-01-01,d001,d001,Marketing
60959,Tetsushi,Sridhar,M,1965-01-09,1989-01-12,62352,Senior Staff,1997-01-12,9999-01-01,9999-01-01,d001,d001,Marketing
209565,Dante,Covnot,M,1965-01-09,1989-05-28,40000,Senior Staff,1998-05-28,9999-01-01,9999-01-01,d001,d001,Marketing
235368,Anneli,Joslin,M,1965-01-09,1987-04-12,40000,Senior Engineer,1987-04-12,9999-01-01,9999-01-01,d004,d004,Production
97018,Jeanna,Chinen,F,1965-01-09,1989-01-01,44400,Senior Engineer,1994-01-01,9999-01-01,9999-01-01,d004,d004,Production
202403,Gully,Perko,F,1965-01-09,1992-03-31,40000,Engineer,1999-07-07,9999-01-01,9999-01-01,d004,d004,Production
10663,Teunis,Noriega,M,1965-01-09,1993-01-23,47521,Technique Leader,1993-01-23,9999-01-01,9999-01-01,d004,d004,Production
49119,Lena,Peek,F,1965-01-09,1991-05-16,55051,Senior Engineer,1997-05-15,9999-01-01,9999-01-01,d004,d004,Production
290563,Shigehiro,Oxenboll,F,1965-01-09,1986-02-26,40000,Senior Engineer,1986-02-26,9999-01-01,9999-01-01,d004,d004,Production
279280,Niranjan,Debuse,F,1965-01-09,1992-09-21,40000,Senior Engineer,2001-09-21,9999-01-01,9999-01-01,d004,d004,Production
86546,Oldrich,Woycyznski,F,1965-01-09,1985-05-15,40000,Senior Engineer,1990-05-15,9999-01-01,9999-01-01,d004,d004,Production
242019,Herb,Murrill,F,1965-01-09,1989-04-07,50527,Senior Engineer,1999-09-27,9999-01-01,9999-01-01,d004,d004,Production
90292,Koichi,Assaf,M,1965-01-09,1990-05-26,40491,Senior Engineer,1998-05-26,9999-01-01,9999-01-01,d004,d004,Production
463212,Ramya,Rossi,F,1965-01-09,1987-03-02,47857,Senior Engineer,1987-03-02,9999-01-01,9999-01-01,d006,d006,Quality Management
56829,Nagui,Gruenwald,M,1965-01-09,1995-12-24,40000,Engineer,1995-12-24,9999-01-01,9999-01-01,d006,d006,Quality Management
455284,Luisa,Baig,F,1965-01-09,1996-07-12,40000,Senior Engineer,2002-07-12,9999-01-01,9999-01-01,d006,d006,Quality Management
445152,Heping,Peac,M,1965-01-09,1985-03-20,49949,Senior Staff,1992-03-20,9999-01-01,9999-01-01,d008,d008,Research
476361,Doohun,Preusig,M,1965-01-09,1985-04-13,42446,Technique Leader,1985-04-13,9999-01-01,9999-01-01,d008,d008,Research
204246,Arve,Worfolk,M,1965-01-09,1985-04-01,40000,Senior Staff,1990-04-01,9999-01-01,9999-01-01,d008,d008,Research
285905,Kellyn,Bage,F,1965-01-09,1994-11-04,51667,Senior Staff,1994-11-04,9999-01-01,9999-01-01,d008,d008,Research
228248,Yuriy,Plump,F,1965-01-09,1988-09-08,54431,Senior Staff,1995-09-09,9999-01-01,9999-01-01,d008,d008,Research
61253,Cheong,Uhrik,M,1965-01-09,1987-02-14,40000,Senior Engineer,2001-06-04,9999-01-01,9999-01-01,d008,d008,Research
238949,Minghong,Cronin,F,1965-01-09,1987-10-04,55007,Senior Staff,1987-10-04,9999-01-01,9999-01-01,d007,d007,Sales
85445,Yongdong,Pollock,M,1965-01-09,1997-11-21,64616,Staff,1998-03-17,9999-01-01,9999-01-01,d007,d007,Sales
413205,Mototsugu,Prampolini,M,1965-01-09,1988-06-12,82766,Senior Staff,1988-06-12,9999-01-01,9999-01-01,d007,d007,Sales
289909,Hilari,Vecchio,F,1965-01-09,1991-03-05,73997,Senior Staff,1998-04-24,9999-01-01,9999-01-01,d007,d007,Sales
88103,Goo,Bresenham,M,1965-01-09,1998-03-05,81862,Senior Staff,1999-01-31,9999-01-01,9999-01-01,d007,d007,Sales
435774,Olivera,Bharadwaj,F,1965-01-09,1992-04-01,62182,Senior Staff,2001-04-01,9999-01-01,9999-01-01,d007,d007,Sales
52639,Arup,Colorni,M,1965-01-09,1996-02-05,69976,Senior Staff,1996-02-05,9999-01-01,9999-01-01,d007,d007,Sales
429231,Kazuyasu,Schmiedel,F,1965-01-09,1985-09-07,85371,Senior Staff,1991-09-07,9999-01-01,9999-01-01,d007,d007,Sales
65998,Mandell,Alameldin,F,1965-01-09,1988-07-04,85937,Senior Staff,1996-04-08,9999-01-01,9999-01-01,d007,d007,Sales
238252,Uno,Suppi,M,1965-01-09,1987-08-18,48008,Staff,1996-12-27,9999-01-01,9999-01-01,d007,d007,Sales
294144,Takanari,Ermel,M,1965-01-09,1992-01-11,74140,Senior Staff,1999-01-11,9999-01-01,9999-01-01,d007,d007,Sales
498635,Florian,Pezzoli,F,1965-01-09,1986-09-21,43577,Senior Staff,1997-07-22,9999-01-01,9999-01-01,d007,d007,Sales
474796,Zongyan,Shackel,M,1965-01-10,1986-11-09,68336,Technique Leader,1986-11-09,9999-01-01,9999-01-01,d009,d009,Customer Service
204117,Jessie,Nooteboom,M,1965-01-10,1991-09-09,80942,Staff,1999-08-13,9999-01-01,9999-01-01,d009,d009,Customer Service
47262,Gonzalo,Binkley,M,1965-01-10,1985-02-09,40000,Senior Engineer,1990-08-16,9999-01-01,9999-01-01,d005,d005,Development
279791,Chiranjit,Lyonns,F,1965-01-10,1986-12-24,40000,Engineer,1995-12-24,9999-01-01,9999-01-01,d005,d005,Development
12408,Rasiah,Sudkamp,M,1965-01-10,1995-04-18,40000,Senior Engineer,1995-04-18,9999-01-01,9999-01-01,d005,d005,Development
403954,Jeanna,Bratten,F,1965-01-10,1990-07-26,40000,Senior Engineer,1997-07-26,9999-01-01,9999-01-01,d005,d005,Development
76201,Arif,Preusig,M,1965-01-10,1992-04-02,45799,Senior Engineer,1992-04-02,9999-01-01,9999-01-01,d005,d005,Development
88647,Vasiliy,Ratnaker,M,1965-01-10,1995-03-12,47900,Engineer,1995-08-09,9999-01-01,9999-01-01,d005,d005,Development
222926,Limsoon,Erol,M,1965-01-10,1997-09-24,40000,Senior Engineer,1997-12-31,9999-01-01,9999-01-01,d005,d005,Development
81995,Sreekrishna,Brender,M,1965-01-10,1985-09-14,41280,Senior Engineer,1996-03-21,9999-01-01,9999-01-01,d005,d005,Development
200363,Kirk,Quaggetto,F,1965-01-10,1987-06-30,54013,Senior Engineer,1995-06-30,9999-01-01,9999-01-01,d005,d005,Development
400796,Bodo,Halevi,F,1965-01-10,1993-11-20,40000,Engineer,1996-05-30,9999-01-01,9999-01-01,d005,d005,Development
273396,Wayne,Baba,M,1965-01-10,1997-05-09,60301,Engineer,1998-03-07,9999-01-01,9999-01-01,d005,d005,Development
426168,Kaijung,Mateescu,M,1965-01-10,1987-11-18,51634,Senior Staff,1992-11-17,9999-01-01,9999-01-01,d002,d002,Finance
424685,Changho,Veevers,M,1965-01-10,1997-03-03,44053,Senior Staff,1997-03-03,9999-01-01,9999-01-01,d002,d002,Finance
492000,Valeska,Cools,M,1965-01-10,1993-12-16,40000,Senior Staff,1999-12-16,9999-01-01,9999-01-01,d003,d003,Human Resources
276189,Isaac,Klerer,F,1965-01-10,1994-04-02,47945,Senior Staff,2000-03-18,9999-01-01,9999-01-01,d003,d003,Human Resources
494493,Masasuke,Koprowski,M,1965-01-10,1996-11-20,96959,Staff,1996-11-20,9999-01-01,9999-01-01,d001,d001,Marketing
31568,Mark,Lalonde,M,1965-01-10,1985-12-24,67061,Staff,1996-11-24,9999-01-01,9999-01-01,d001,d001,Marketing
244308,Mokhtar,Rebaine,F,1965-01-10,1991-07-23,51276,Senior Staff,2000-07-22,9999-01-01,9999-01-01,d001,d001,Marketing
271106,Taisook,Kampfer,M,1965-01-10,1997-11-30,57783,Engineer,1997-11-30,9999-01-01,9999-01-01,d004,d004,Production
264939,Bogdan,Bahi,M,1965-01-10,1985-02-09,40000,Senior Engineer,1992-02-10,9999-01-01,9999-01-01,d004,d004,Production
475258,Fumiyo,Feinberg,M,1965-01-10,1985-09-09,40000,Senior Staff,1995-11-22,9999-01-01,9999-01-01,d004,d004,Production
441536,Chinho,Collette,M,1965-01-10,1990-08-07,40000,Senior Engineer,1990-08-07,9999-01-01,9999-01-01,d004,d004,Production
494088,Phule,Dahlbom,M,1965-01-10,1989-02-06,53267,Senior Engineer,1997-02-06,9999-01-01,9999-01-01,d004,d004,Production
14127,Magdalena,Cannard,F,1965-01-10,1994-04-22,50454,Senior Engineer,2002-04-22,9999-01-01,9999-01-01,d004,d004,Production
292828,Ziya,Tokunaga,F,1965-01-10,1986-01-08,40000,Senior Engineer,1995-01-08,9999-01-01,9999-01-01,d004,d004,Production
222878,Annemarie,Zallocco,F,1965-01-10,1990-05-28,42172,Senior Engineer,1996-05-27,9999-01-01,9999-01-01,d004,d004,Production
267227,Susuma,Tagansky,M,1965-01-10,1989-12-10,40000,Senior Engineer,2001-01-21,9999-01-01,9999-01-01,d004,d004,Production
46811,Junsik,Berendt,M,1965-01-10,1988-04-27,52228,Senior Engineer,1988-04-27,9999-01-01,9999-01-01,d004,d004,Production
20129,Rafael,Skafidas,M,1965-01-10,1989-01-25,53292,Senior Engineer,2000-03-27,9999-01-01,9999-01-01,d004,d004,Production
31909,Murthy,Peek,M,1965-01-10,1994-07-19,46224,Engineer,1994-07-19,9999-01-01,9999-01-01,d004,d004,Production
71243,Kinh,Buchter,F,1965-01-10,1986-03-29,51345,Senior Engineer,1993-03-29,9999-01-01,9999-01-01,d004,d004,Production
34533,Erzsebet,Shigei,M,1965-01-10,1987-12-21,40829,Senior Engineer,1991-01-21,9999-01-01,9999-01-01,d006,d006,Quality Management
72232,Naraig,Veldwijk,F,1965-01-10,1989-07-10,61027,Senior Engineer,1996-07-10,9999-01-01,9999-01-01,d006,d006,Quality Management
450817,DAIDA,Frolund,M,1965-01-10,1985-04-16,56583,Senior Engineer,1996-07-16,9999-01-01,9999-01-01,d006,d006,Quality Management
217320,Abdelwaheb,Denis,F,1965-01-10,1988-06-17,40000,Engineer,1993-09-10,9999-01-01,9999-01-01,d006,d006,Quality Management
266862,Mart,Plumb,F,1965-01-10,1986-04-21,40000,Senior Staff,1986-04-21,9999-01-01,9999-01-01,d008,d008,Research
272452,Mitsuyuki,Isard,M,1965-01-10,1993-06-28,60967,Engineer,1996-08-17,9999-01-01,9999-01-01,d008,d008,Research
461270,Mrinalini,Mawatari,M,1965-01-10,1989-08-11,76737,Staff,1996-01-03,9999-01-01,9999-01-01,d007,d007,Sales
40269,Toshiki,Ghazalie,F,1965-01-10,1986-07-20,70370,Senior Staff,2000-12-04,9999-01-01,9999-01-01,d007,d007,Sales
276184,Mari,Swick,M,1965-01-10,1990-09-28,77922,Senior Staff,1991-04-08,9999-01-01,9999-01-01,d007,d007,Sales
274271,Prodip,Ritcey,F,1965-01-10,1986-09-10,55623,Senior Staff,1993-09-10,9999-01-01,9999-01-01,d007,d007,Sales
440325,Douadi,Sullins,F,1965-01-10,1997-09-10,70248,Senior Staff,1999-09-25,9999-01-01,9999-01-01,d007,d007,Sales
238422,Vishv,Angelov,M,1965-01-10,1988-02-16,40000,Senior Staff,1996-03-08,9999-01-01,9999-01-01,d007,d007,Sales
213140,Tru,Danecki,M,1965-01-10,1997-03-31,72365,Staff,1997-03-31,9999-01-01,9999-01-01,d007,d007,Sales
483401,Rosita,Pokrovskii,M,1965-01-10,1994-08-05,50685,Senior Staff,1996-08-03,9999-01-01,9999-01-01,d007,d007,Sales
274813,Yefim,Pettey,M,1965-01-10,1993-08-07,66431,Senior Staff,2000-08-07,9999-01-01,9999-01-01,d007,d007,Sales
435042,Brigham,Borstler,M,1965-01-10,1990-12-29,55687,Staff,1995-10-09,9999-01-01,9999-01-01,d007,d007,Sales
492052,Udo,Ratnakar,M,1965-01-11,1994-02-25,53754,Staff,1999-11-30,9999-01-01,9999-01-01,d009,d009,Customer Service
463472,Jaber,Sethi,M,1965-01-11,1985-02-23,40000,Technique Leader,1995-06-06,9999-01-01,9999-01-01,d009,d009,Customer Service
56105,Makato,Remmers,F,1965-01-11,1989-04-16,40000,Senior Engineer,1994-04-16,9999-01-01,9999-01-01,d005,d005,Development
242800,Kazuyasu,Levergood,F,1965-01-11,1995-08-24,46401,Engineer,1996-02-10,9999-01-01,9999-01-01,d005,d005,Development
404018,Valery,Babb,F,1965-01-11,1991-12-31,55622,Senior Engineer,1998-10-19,9999-01-01,9999-01-01,d005,d005,Development
284717,Gal,Ranta,F,1965-01-11,1992-11-07,40000,Senior Engineer,1997-11-07,9999-01-01,9999-01-01,d005,d005,Development
45162,Dulce,Speel,F,1965-01-11,1987-10-19,58610,Senior Engineer,1996-10-18,9999-01-01,9999-01-01,d005,d005,Development
450184,Selwyn,Henseler,F,1965-01-11,1992-06-14,57687,Senior Engineer,1993-03-09,9999-01-01,9999-01-01,d005,d005,Development
227476,Macha,Schnabel,M,1965-01-11,1988-05-11,73795,Senior Engineer,1996-05-11,9999-01-01,9999-01-01,d005,d005,Development
75354,Shuky,Jakobus,M,1965-01-11,1986-06-16,40000,Senior Engineer,1993-06-16,9999-01-01,9999-01-01,d005,d005,Development
241872,Bluma,Fetvedt,F,1965-01-11,1988-08-30,40000,Senior Staff,1997-02-02,9999-01-01,9999-01-01,d005,d005,Development
258643,Przemyslawa,Esposito,F,1965-01-11,1992-02-27,47581,Senior Engineer,2001-02-26,9999-01-01,9999-01-01,d005,d005,Development
298339,King,Benzmuller,M,1965-01-11,1986-05-21,40000,Senior Engineer,1995-09-04,9999-01-01,9999-01-01,d005,d005,Development
64023,Laurentiu,Benzmuller,M,1965-01-11,1994-11-20,45861,Senior Engineer,1999-11-08,9999-01-01,9999-01-01,d005,d005,Development
453790,Fai,Keirsey,M,1965-01-11,1994-05-19,59270,Senior Engineer,1999-10-12,9999-01-01,9999-01-01,d005,d005,Development
424984,Vasilis,Waleschkowski,M,1965-01-11,1985-09-23,40000,Engineer,1996-05-26,9999-01-01,9999-01-01,d005,d005,Development
261662,Berni,Assaf,F,1965-01-11,1989-09-08,64577,Senior Staff,1989-09-08,9999-01-01,9999-01-01,d002,d002,Finance
298577,Florina,Litecky,M,1965-01-11,1985-12-02,75632,Senior Staff,1994-12-02,9999-01-01,9999-01-01,d002,d002,Finance
251341,Divier,Kumaresan,M,1965-01-11,1985-09-08,40000,Senior Staff,1998-12-05,9999-01-01,9999-01-01,d003,d003,Human Resources
67548,Fumitaka,Roohalamini,M,1965-01-11,1997-08-06,40000,Staff,1998-06-27,9999-01-01,9999-01-01,d003,d003,Human Resources
458134,Thanasis,Standera,F,1965-01-11,1985-03-20,40000,Senior Staff,1992-03-20,9999-01-01,9999-01-01,d003,d003,Human Resources
410028,Xiadong,McClurg,M,1965-01-11,1985-09-17,40000,Senior Staff,1994-09-17,9999-01-01,9999-01-01,d003,d003,Human Resources
212093,Leni,Henders,M,1965-01-11,1991-09-07,40000,Senior Staff,1999-11-19,9999-01-01,9999-01-01,d003,d003,Human Resources
428195,Hatsukazu,Rosca,M,1965-01-11,1986-08-02,63119,Senior Staff,1991-10-13,9999-01-01,9999-01-01,d003,d003,Human Resources
486068,Yefim,Bernardeschi,F,1965-01-11,1996-06-26,54089,Senior Staff,2001-06-26,9999-01-01,9999-01-01,d003,d003,Human Resources
229404,Gilbert,Kilgour,M,1965-01-11,1992-01-28,55086,Staff,1996-04-05,9999-01-01,9999-01-01,d003,d003,Human Resources
288166,Masoud,Asmuth,M,1965-01-11,1990-10-23,66034,Staff,1994-09-05,9999-01-01,9999-01-01,d003,d003,Human Resources
92846,Anyuan,Kropatsch,M,1965-01-11,1986-09-05,44033,Senior Staff,1993-09-05,9999-01-01,9999-01-01,d001,d001,Marketing
270084,Ulises,Frolund,M,1965-01-11,1986-07-26,40000,Senior Staff,1993-07-26,9999-01-01,9999-01-01,d001,d001,Marketing
236591,Insup,Reinhard,M,1965-01-11,1985-04-08,63990,Senior Staff,1993-04-08,9999-01-01,9999-01-01,d001,d001,Marketing
266881,Mokhtar,Sabnani,M,1965-01-11,1990-08-28,40000,Senior Staff,1997-08-28,9999-01-01,9999-01-01,d001,d001,Marketing
228766,Nahla,Smailagic,F,1965-01-11,1991-11-22,86747,Senior Engineer,1996-11-21,9999-01-01,9999-01-01,d004,d004,Production
43848,Phillip,Oxenboll,M,1965-01-11,1996-07-25,40000,Engineer,1999-05-26,9999-01-01,9999-01-01,d004,d004,Production
41518,Keung,Schapiro,F,1965-01-11,1998-03-17,47399,Senior Engineer,1998-04-19,9999-01-01,9999-01-01,d004,d004,Production
95509,Kristinn,Loncour,F,1965-01-11,1990-05-24,40000,Engineer,1995-02-08,9999-01-01,9999-01-01,d004,d004,Production
445941,Masako,Dechter,M,1965-01-11,1985-09-25,41871,Technique Leader,1985-09-25,9999-01-01,9999-01-01,d004,d004,Production
109741,Hatem,Fadgyas,M,1965-01-11,1991-11-13,40000,Senior Engineer,1991-11-13,9999-01-01,9999-01-01,d004,d004,Production
418606,Michaela,Otillio,F,1965-01-11,1994-01-05,41390,Engineer,1994-01-05,9999-01-01,9999-01-01,d004,d004,Production
499260,Danae,Honglei,M,1965-01-11,1988-08-02,40000,Engineer,1998-09-14,9999-01-01,9999-01-01,d004,d004,Production
232209,Nitsan,Rouquie,M,1965-01-11,1988-08-01,46339,Senior Engineer,1995-08-02,9999-01-01,9999-01-01,d006,d006,Quality Management
93220,Richara,Walston,M,1965-01-11,1985-09-28,47553,Senior Engineer,1996-08-27,9999-01-01,9999-01-01,d006,d006,Quality Management
109211,Gor,Delgrande,M,1965-01-11,1985-05-18,40000,Senior Engineer,2001-11-06,9999-01-01,9999-01-01,d008,d008,Research
83941,Zsolt,Hagimont,F,1965-01-11,1994-01-12,40000,Senior Staff,2001-10-08,9999-01-01,9999-01-01,d008,d008,Research
446121,Fay,Cochrane,M,1965-01-11,1990-09-26,66901,Staff,1999-12-13,9999-01-01,9999-01-01,d007,d007,Sales
17447,Zengping,Boreale,F,1965-01-11,1990-11-10,65188,Staff,1998-12-16,9999-01-01,9999-01-01,d007,d007,Sales
447931,Martijn,Jeong,F,1965-01-11,1990-12-14,72595,Senior Staff,1999-12-14,9999-01-01,9999-01-01,d007,d007,Sales
30484,Sailaja,Chvatal,M,1965-01-11,1993-08-19,62692,Staff,1999-05-18,9999-01-01,9999-01-01,d007,d007,Sales
434845,Takushi,Skogmar,M,1965-01-11,1985-06-07,56010,Senior Staff,1991-06-07,9999-01-01,9999-01-01,d007,d007,Sales
432031,Adamantios,Matzat,F,1965-01-11,1987-03-01,60534,Senior Staff,1993-02-28,9999-01-01,9999-01-01,d007,d007,Sales
208330,Shen,Flanders,F,1965-01-11,1986-09-12,80127,Senior Staff,1997-07-03,9999-01-01,9999-01-01,d007,d007,Sales
239067,Tadahiko,Pocchiola,M,1965-01-11,1987-05-30,90988,Staff,1996-04-02,9999-01-01,9999-01-01,d007,d007,Sales
217026,Otmar,Engberts,F,1965-01-11,1993-08-16,51335,Senior Staff,1998-08-16,9999-01-01,9999-01-01,d007,d007,Sales
249780,Nechama,Gaughan,F,1965-01-12,1986-01-16,56733,Senior Engineer,1996-01-16,9999-01-01,9999-01-01,d009,d009,Customer Service
33025,Jessie,Thorelli,M,1965-01-12,1992-05-27,40000,Senior Staff,1999-12-16,9999-01-01,9999-01-01,d009,d009,Customer Service
20248,Vidar,Demri,M,1965-01-12,1992-07-14,40000,Staff,1999-12-31,9999-01-01,9999-01-01,d009,d009,Customer Service
53431,Sham,Vasanthakumar,M,1965-01-12,1985-10-24,60379,Senior Staff,1985-10-24,9999-01-01,9999-01-01,d009,d009,Customer Service
488788,Wuxu,Garigliano,M,1965-01-12,1987-06-15,55528,Senior Staff,1997-09-21,9999-01-01,9999-01-01,d009,d009,Customer Service
217080,Masami,Puoti,M,1965-01-12,1986-06-14,40000,Senior Engineer,2000-01-21,9999-01-01,9999-01-01,d005,d005,Development
227354,Gio,Murtha,F,1965-01-12,1986-11-11,49256,Senior Engineer,1994-11-11,9999-01-01,9999-01-01,d005,d005,Development
214634,Shirish,Vickson,F,1965-01-12,1989-10-24,48826,Senior Engineer,1997-10-24,9999-01-01,9999-01-01,d005,d005,Development
233426,Etsuo,Usery,M,1965-01-12,1995-03-02,40990,Senior Engineer,2000-03-01,9999-01-01,9999-01-01,d005,d005,Development
468360,Huei,Saoudi,M,1965-01-12,1989-04-12,40000,Technique Leader,1994-08-10,9999-01-01,9999-01-01,d005,d005,Development
404236,Zengping,Kakkar,M,1965-01-12,1988-07-22,43423,Senior Engineer,1996-07-22,9999-01-01,9999-01-01,d005,d005,Development
211879,Gao,Ranze,F,1965-01-12,1994-11-24,40000,Senior Engineer,1999-11-24,9999-01-01,9999-01-01,d005,d005,Development
297905,Marc,Bahl,M,1965-01-12,1991-07-04,40000,Assistant Engineer,1997-06-18,9999-01-01,9999-01-01,d005,d005,Development
400046,Hilari,Christ,M,1965-01-12,1991-01-19,40000,Senior Staff,1991-01-19,9999-01-01,9999-01-01,d005,d005,Development
201801,Waiman,Genin,M,1965-01-12,1988-10-30,50795,Senior Engineer,1995-10-30,9999-01-01,9999-01-01,d005,d005,Development
294241,Marl,Fiebach,M,1965-01-12,1990-10-07,74077,Senior Staff,2000-07-25,9999-01-01,9999-01-01,d002,d002,Finance
50453,Aron,Harbusch,F,1965-01-12,1997-10-02,79402,Staff,1997-10-02,9999-01-01,9999-01-01,d002,d002,Finance
448994,Haldun,Syang,M,1965-01-12,1986-01-27,55952,Staff,1997-02-11,9999-01-01,9999-01-01,d002,d002,Finance
293080,Hideyuki,Slaats,M,1965-01-12,1987-05-30,59821,Senior Staff,1987-05-30,9999-01-01,9999-01-01,d003,d003,Human Resources
48690,Hitomi,Schaap,M,1965-01-12,1995-03-02,47581,Staff,1999-09-27,9999-01-01,9999-01-01,d003,d003,Human Resources
297431,Cathie,Ratnakar,M,1965-01-12,1993-03-22,58600,Senior Staff,1996-06-23,9999-01-01,9999-01-01,d001,d001,Marketing
70469,Tru,Miyakawa,M,1965-01-12,1990-09-03,49746,Senior Staff,1998-09-03,9999-01-01,9999-01-01,d001,d001,Marketing
269728,Naftali,Kragelund,M,1965-01-12,1987-05-16,71296,Senior Staff,1993-05-15,9999-01-01,9999-01-01,d001,d001,Marketing
428160,Jamaludin,Kalorkoti,M,1965-01-12,1991-01-02,62732,Senior Staff,2001-07-14,9999-01-01,9999-01-01,d001,d001,Marketing
465874,Herb,Picht,F,1965-01-12,1985-05-31,72099,Engineer,1994-05-31,9999-01-01,9999-01-01,d004,d004,Production
214995,Dinkar,Hoppenstand,M,1965-01-12,1986-11-18,40000,Engineer,1994-05-04,9999-01-01,9999-01-01,d004,d004,Production
242081,Tomokazu,Pargas,M,1965-01-12,1993-06-14,50182,Engineer,2001-11-15,9999-01-01,9999-01-01,d004,d004,Production
31188,Leandro,Gist,M,1965-01-12,1993-02-03,40000,Technique Leader,1993-02-03,9999-01-01,9999-01-01,d004,d004,Production
38103,Masasuke,Babu,M,1965-01-12,1988-03-31,48383,Senior Engineer,1993-03-31,9999-01-01,9999-01-01,d004,d004,Production
238112,Miomir,Frezza,F,1965-01-12,1991-05-25,40000,Technique Leader,1991-05-25,9999-01-01,9999-01-01,d004,d004,Production
34936,Bokyung,Stamatiou,F,1965-01-12,1991-02-12,65899,Technique Leader,1991-02-12,9999-01-01,9999-01-01,d004,d004,Production
42955,Yucel,Lortz,M,1965-01-12,1995-02-21,40000,Engineer,1995-02-21,9999-01-01,9999-01-01,d006,d006,Quality Management
462493,Paloma,Gerlach,M,1965-01-12,1988-07-26,40000,Senior Engineer,1994-07-26,9999-01-01,9999-01-01,d006,d006,Quality Management
469366,Aiman,Wilfing,F,1965-01-12,1990-12-30,48989,Senior Engineer,1999-12-30,9999-01-01,9999-01-01,d006,d006,Quality Management
