emp_no,first_name,last_name,gender,birth_date,hire_date,salary,title,from_date,t_to_date,de_to_date,de_dept_no,d_dept_no,dept_name
486512,Sangeeta,Casley,M,1952-10-07,1988-03-01,51878,Technique Leader,1988-03-01,9999-01-01,9999-01-01,d005,d005,Development
29829,Pranjal,Pepe,M,1952-10-07,1985-03-28,44008,Senior Engineer,1992-03-28,9999-01-01,9999-01-01,d005,d005,Development
27642,Muneo,Zockler,F,1952-10-07,1986-08-11,55756,Senior Engineer,1992-08-10,9999-01-01,9999-01-01,d005,d005,Development
54868,Ult,Highland,M,1952-10-07,1988-05-13,40000,Senior Engineer,1995-01-04,9999-01-01,9999-01-01,d005,d005,Development
461358,Bernice,Boguraev,F,1952-10-07,1985-12-30,50528,Senior Engineer,1995-03-20,9999-01-01,9999-01-01,d005,d005,Development
18921,Maren,Radwan,M,1952-10-07,1987-02-28,73112,Senior Engineer,1998-08-26,9999-01-01,9999-01-01,d005,d005,Development
490410,Teunis,Uehara,M,1952-10-07,1986-11-21,47817,Senior Engineer,1995-10-22,9999-01-01,9999-01-01,d005,d005,Development
101721,Hidefumi,Cooke,M,1952-10-07,1985-03-02,40000,Senior Engineer,1990-08-10,9999-01-01,9999-01-01,d005,d005,Development
433015,Mohd,Braccini,M,1952-10-07,1988-04-18,54709,Senior Engineer,2001-05-05,9999-01-01,9999-01-01,d005,d005,Development
482623,Sampalli,Honiden,F,1952-10-07,1988-06-30,40000,Senior Engineer,1998-04-16,9999-01-01,9999-01-01,d005,d005,Development
25220,Shuho,Mullainathan,M,1952-10-07,1986-11-18,40000,Senior Engineer,1993-11-18,9999-01-01,9999-01-01,d005,d005,Development
425304,Muzhong,McAffer,M,1952-10-07,1988-06-05,60596,Senior Engineer,1995-06-06,9999-01-01,9999-01-01,d005,d005,Development
257235,Serap,Suomi,M,1952-10-07,1988-07-09,41879,Senior Engineer,1988-07-09,9999-01-01,9999-01-01,d005,d005,Development
279070,Marie,Diderrich,M,1952-10-07,1987-08-23,41574,Senior Staff,2001-12-17,9999-01-01,9999-01-01,d002,d002,Finance
481679,Nobuyoshi,Hatcliff,M,1952-10-07,1986-03-22,53514,Senior Staff,1998-01-27,9999-01-01,9999-01-01,d002,d002,Finance
221297,Thanasis,Unno,M,1952-10-07,1988-04-06,76677,Senior Staff,1988-04-06,9999-01-01,9999-01-01,d002,d002,Finance
47906,Uma,Pulkowski,M,1952-10-07,1986-11-11,40000,Staff,1998-01-01,9999-01-01,9999-01-01,d003,d003,Human Resources
78452,Hironoby,Walstra,M,1952-10-07,1986-02-09,58095,Senior Engineer,1993-06-28,9999-01-01,9999-01-01,d004,d004,Production
288768,Khosrow,Lindenbaum,M,1952-10-07,1988-02-20,40000,Technique Leader,1999-10-01,9999-01-01,9999-01-01,d006,d006,Quality Management
247729,Filipp,Morris,F,1952-10-07,1986-12-04,51795,Senior Engineer,1991-12-04,9999-01-01,9999-01-01,d008,d008,Research
457849,Vugranam,Benveniste,M,1952-10-07,1985-08-05,48345,Senior Staff,1985-08-05,9999-01-01,9999-01-01,d007,d007,Sales
107113,Sushant,VanScheik,F,1952-10-07,1987-07-15,65971,Senior Staff,1994-07-15,9999-01-01,9999-01-01,d007,d007,Sales
492614,Xiaoshan,Frolund,M,1952-10-07,1986-06-02,79697,Senior Staff,1997-01-26,9999-01-01,9999-01-01,d007,d007,Sales
297778,Gaurav,Riefers,M,1952-10-07,1986-03-08,72031,Senior Staff,1993-03-08,9999-01-01,9999-01-01,d007,d007,Sales
446758,Chaitali,Peha,M,1952-10-07,1985-03-25,73807,Senior Staff,1985-03-25,9999-01-01,9999-01-01,d007,d007,Sales
68900,Pohua,Sevcikova,M,1952-10-08,1986-12-19,40000,Senior Engineer,1989-02-26,9999-01-01,9999-01-01,d005,d005,Development
266000,Zhonghua,Brookman,M,1952-10-08,1987-11-30,42450,Senior Staff,1995-11-30,9999-01-01,9999-01-01,d002,d002,Finance
45645,Hausi,Desikan,F,1952-10-08,1986-07-15,44932,Staff,1997-07-13,9999-01-01,9999-01-01,d002,d002,Finance
468550,Richard,Hiroyama,F,1952-10-08,1986-06-04,86092,Senior Staff,1986-06-04,9999-01-01,9999-01-01,d001,d001,Marketing
486372,Hsiangchu,Renear,F,1952-10-08,1986-05-13,63537,Senior Staff,2002-05-14,9999-01-01,9999-01-01,d001,d001,Marketing
76322,Sanjoy,Pepe,F,1952-10-08,1985-06-06,62824,Senior Staff,1995-09-06,9999-01-01,9999-01-01,d001,d001,Marketing
28440,Cordelia,Tomescu,M,1952-10-08,1986-11-13,52279,Senior Staff,2001-02-24,9999-01-01,9999-01-01,d001,d001,Marketing
15905,DeForest,Petersohn,F,1952-10-08,1987-09-20,47421,Senior Engineer,1993-02-11,9999-01-01,9999-01-01,d004,d004,Production
25491,Annemarie,Rosis,M,1952-10-08,1987-09-12,44737,Senior Engineer,1993-09-11,9999-01-01,9999-01-01,d004,d004,Production
204920,Kellyn,Journel,F,1952-10-08,1985-07-05,63366,Engineer,1998-05-22,9999-01-01,9999-01-01,d004,d004,Production
205343,Kiyokazu,Brobst,M,1952-10-08,1987-12-28,40000,Senior Engineer,1995-12-28,9999-01-01,9999-01-01,d004,d004,Production
56239,Sariel,Zultner,F,1952-10-08,1988-01-26,40000,Senior Engineer,1994-01-25,9999-01-01,9999-01-01,d004,d004,Production
476733,Nechama,Bach,M,1952-10-08,1987-02-16,40000,Engineer,1995-12-22,9999-01-01,9999-01-01,d004,d004,Production
402230,Przemyslawa,Sanella,F,1952-10-08,1987-11-09,52320,Technique Leader,1987-11-09,9999-01-01,9999-01-01,d004,d004,Production
448664,Mori,Khamsi,M,1952-10-08,1988-04-26,40000,Technique Leader,1988-04-26,9999-01-01,9999-01-01,d004,d004,Production
468846,Zengping,Gilg,F,1952-10-08,1986-03-25,54376,Senior Staff,1986-03-25,9999-01-01,9999-01-01,d008,d008,Research
45269,Arve,Avouris,M,1952-10-08,1986-09-13,83548,Senior Staff,1991-09-13,9999-01-01,9999-01-01,d007,d007,Sales
242037,Izaskun,Yemenis,F,1952-10-08,1988-09-15,59243,Senior Staff,1997-09-15,9999-01-01,9999-01-01,d007,d007,Sales
77481,Kitty,Picel,M,1952-10-08,1986-10-31,45427,Senior Staff,1994-10-31,9999-01-01,9999-01-01,d007,d007,Sales
243013,Yuqun,Peron,M,1952-10-09,1985-12-20,46032,Senior Engineer,1999-02-24,9999-01-01,9999-01-01,d009,d009,Customer Service
104184,Roselyn,Ventosa,M,1952-10-09,1986-10-04,40000,Senior Engineer,1997-08-25,9999-01-01,9999-01-01,d009,d009,Customer Service
108018,Subhankar,Halevi,F,1952-10-09,1987-03-19,55142,Senior Engineer,1997-10-19,9999-01-01,9999-01-01,d005,d005,Development
274278,Horward,Oberman,F,1952-10-09,1988-11-15,40000,Engineer,1996-06-12,9999-01-01,9999-01-01,d005,d005,Development
460576,Pascal,Arlazarov,F,1952-10-09,1986-06-07,40000,Senior Engineer,1998-12-02,9999-01-01,9999-01-01,d005,d005,Development
481152,Zeydy,Schiper,M,1952-10-09,1985-08-12,57933,Senior Engineer,1999-08-13,9999-01-01,9999-01-01,d005,d005,Development
298486,Volkmar,Katalagarianos,M,1952-10-09,1988-06-16,40000,Senior Engineer,1988-06-16,9999-01-01,9999-01-01,d005,d005,Development
422241,Roselyn,Ponthieu,M,1952-10-09,1985-11-24,40000,Senior Engineer,1990-11-24,9999-01-01,9999-01-01,d005,d005,Development
450086,Stamatina,Baer,F,1952-10-09,1987-01-04,69542,Staff,1997-02-17,9999-01-01,9999-01-01,d002,d002,Finance
37862,Barun,Masaki,M,1952-10-09,1986-04-29,52065,Senior Staff,1991-04-29,9999-01-01,9999-01-01,d003,d003,Human Resources
36080,Sachar,Grabner,F,1952-10-09,1986-10-01,40000,Senior Staff,1993-10-01,9999-01-01,9999-01-01,d003,d003,Human Resources
208082,Giap,Ozeki,F,1952-10-09,1988-03-13,40000,Senior Staff,1988-03-13,9999-01-01,9999-01-01,d003,d003,Human Resources
217845,Deborah,Matheson,F,1952-10-09,1985-04-24,40000,Technique Leader,1985-04-24,9999-01-01,9999-01-01,d004,d004,Production
476158,Bodh,Serre,F,1952-10-09,1986-04-24,57570,Senior Engineer,1992-04-23,9999-01-01,9999-01-01,d004,d004,Production
264306,Xiaobin,Curless,F,1952-10-09,1987-03-10,40000,Senior Staff,1995-08-25,9999-01-01,9999-01-01,d004,d004,Production
299616,Emdad,Perri,M,1952-10-09,1985-05-06,53176,Engineer,1996-01-15,9999-01-01,9999-01-01,d004,d004,Production
88722,Falguni,Lagarias,M,1952-10-09,1988-05-13,56299,Engineer,1996-09-27,9999-01-01,9999-01-01,d004,d004,Production
490042,Vivian,Syrotiuk,F,1952-10-09,1988-09-06,40000,Engineer,1998-02-08,9999-01-01,9999-01-01,d004,d004,Production
105726,Jagoda,Randt,M,1952-10-09,1986-08-14,43572,Senior Staff,1994-08-14,9999-01-01,9999-01-01,d004,d004,Production
263440,Selwyn,Haumacher,F,1952-10-09,1988-05-30,40000,Senior Staff,1988-05-30,9999-01-01,9999-01-01,d008,d008,Research
90122,Taisook,Halevi,F,1952-10-09,1986-07-22,79995,Senior Staff,1991-12-05,9999-01-01,9999-01-01,d007,d007,Sales
94285,Goa,Munro,M,1952-10-10,1986-03-05,40000,Engineer,1998-06-29,9999-01-01,9999-01-01,d005,d005,Development
484914,Weijing,Crelier,M,1952-10-10,1985-08-04,76088,Senior Engineer,1995-05-20,9999-01-01,9999-01-01,d005,d005,Development
39917,Guoxiang,Besselaar,F,1952-10-10,1987-07-26,40000,Senior Engineer,2001-07-26,9999-01-01,9999-01-01,d005,d005,Development
264513,Kazuhira,Kugler,M,1952-10-10,1986-02-09,57840,Senior Engineer,1993-06-16,9999-01-01,9999-01-01,d005,d005,Development
450264,Aloke,Socorro,M,1952-10-10,1987-08-03,40000,Technique Leader,1995-01-10,9999-01-01,9999-01-01,d005,d005,Development
224321,Shooichi,Ritcey,F,1952-10-10,1986-07-29,51584,Senior Engineer,1995-07-29,9999-01-01,9999-01-01,d005,d005,Development
466299,Kwee,Greenaway,M,1952-10-10,1987-06-20,63180,Staff,1995-05-11,9999-01-01,9999-01-01,d002,d002,Finance
231372,Khatoun,Koblick,F,1952-10-10,1985-08-12,48855,Staff,1997-08-20,9999-01-01,9999-01-01,d003,d003,Human Resources
106190,Rosalyn,Kobuchi,M,1952-10-10,1988-03-08,68272,Senior Staff,1988-03-08,9999-01-01,9999-01-01,d001,d001,Marketing
472426,Baocai,Markovitch,M,1952-10-10,1985-08-23,49903,Senior Staff,1999-06-03,9999-01-01,9999-01-01,d001,d001,Marketing
275076,Foong,Barbanera,F,1952-10-10,1987-05-03,40000,Senior Staff,1996-05-02,9999-01-01,9999-01-01,d008,d008,Research
208689,Hideo,Barvinok,M,1952-10-10,1986-06-16,53552,Senior Staff,1986-06-16,9999-01-01,9999-01-01,d007,d007,Sales
41885,Val,Validov,F,1952-10-10,1986-02-16,68151,Senior Staff,1992-02-16,9999-01-01,9999-01-01,d007,d007,Sales
252985,Giordano,Ramsak,M,1952-10-10,1985-05-12,44732,Senior Staff,2000-05-25,9999-01-01,9999-01-01,d007,d007,Sales
243715,Baziley,Gewali,M,1952-10-11,1986-05-28,40000,Senior Staff,1999-04-20,9999-01-01,9999-01-01,d009,d009,Customer Service
495925,Guttorm,Bage,F,1952-10-11,1985-03-11,41635,Senior Engineer,1995-03-11,9999-01-01,9999-01-01,d005,d005,Development
477118,Hatim,Hutton,F,1952-10-11,1987-02-03,45230,Senior Engineer,1999-10-01,9999-01-01,9999-01-01,d005,d005,Development
42942,Mansur,Bolotov,F,1952-10-11,1985-02-03,40000,Assistant Engineer,1998-08-02,9999-01-01,9999-01-01,d005,d005,Development
451270,Harngdar,Uludag,M,1952-10-11,1986-05-21,47970,Senior Engineer,1993-05-21,9999-01-01,9999-01-01,d005,d005,Development
208218,Masaru,Morrey,M,1952-10-11,1986-02-23,77242,Engineer,1998-05-06,9999-01-01,9999-01-01,d005,d005,Development
472411,Tianruo,Veldwijk,M,1952-10-11,1985-09-06,40000,Senior Engineer,1997-09-25,9999-01-01,9999-01-01,d005,d005,Development
91888,Peer,Werthner,M,1952-10-11,1986-04-19,40000,Senior Engineer,1994-01-12,9999-01-01,9999-01-01,d005,d005,Development
255397,Augustine,Guenter,M,1952-10-11,1988-02-07,40000,Engineer,2001-01-23,9999-01-01,9999-01-01,d005,d005,Development
459952,Mohammed,Cooman,F,1952-10-11,1985-02-19,40000,Senior Staff,1994-02-19,9999-01-01,9999-01-01,d003,d003,Human Resources
264456,Muzhong,Rando,M,1952-10-11,1985-06-23,44193,Senior Staff,1990-06-23,9999-01-01,9999-01-01,d003,d003,Human Resources
208457,Pohua,Yoshimura,F,1952-10-11,1986-05-22,40000,Senior Staff,1986-05-22,9999-01-01,9999-01-01,d003,d003,Human Resources
20751,Nitsan,Zyda,F,1952-10-11,1985-05-19,49983,Senior Staff,1997-09-28,9999-01-01,9999-01-01,d001,d001,Marketing
104163,Yishay,Ambroszkiewicz,M,1952-10-11,1986-10-13,49990,Senior Staff,1997-06-14,9999-01-01,9999-01-01,d001,d001,Marketing
251496,Eishiro,Rijckaert,M,1952-10-11,1986-12-21,69643,Senior Engineer,1993-12-21,9999-01-01,9999-01-01,d004,d004,Production
95893,Aleksander,Ossenbruggen,M,1952-10-11,1986-03-28,50783,Senior Engineer,1995-03-28,9999-01-01,9999-01-01,d004,d004,Production
242850,Hyuckchul,Ouhyoung,M,1952-10-11,1988-10-26,40211,Senior Engineer,1996-10-26,9999-01-01,9999-01-01,d004,d004,Production
202504,Caolyn,DasSarma,F,1952-10-11,1986-04-12,46287,Technique Leader,1986-10-03,9999-01-01,9999-01-01,d004,d004,Production
286049,KayLiang,Kading,M,1952-10-11,1988-06-01,40000,Senior Engineer,1997-06-01,9999-01-01,9999-01-01,d006,d006,Quality Management
288223,Francesca,Nollmann,F,1952-10-11,1988-01-08,64539,Senior Engineer,1995-10-26,9999-01-01,9999-01-01,d006,d006,Quality Management
410137,Seongbin,Murthy,M,1952-10-11,1986-01-28,41433,Senior Staff,1998-03-22,9999-01-01,9999-01-01,d008,d008,Research
296829,Jaroslava,Rothenberg,M,1952-10-11,1985-02-11,40000,Senior Staff,1994-02-11,9999-01-01,9999-01-01,d008,d008,Research
37060,Somnath,Morrey,M,1952-10-11,1985-06-10,43123,Senior Staff,1994-06-10,9999-01-01,9999-01-01,d008,d008,Research
15369,Premal,Penttonen,F,1952-10-11,1987-04-07,81954,Staff,1999-08-20,9999-01-01,9999-01-01,d007,d007,Sales
78327,Tetsushi,Stranks,F,1952-10-11,1987-10-05,51542,Senior Staff,1996-04-28,9999-01-01,9999-01-01,d007,d007,Sales
267706,Miomir,Rusterholz,M,1952-10-11,1987-12-18,62086,Senior Staff,1995-12-18,9999-01-01,9999-01-01,d007,d007,Sales
289079,Xiaobin,Montemayor,M,1952-10-12,1987-02-27,40000,Senior Engineer,1992-02-27,9999-01-01,9999-01-01,d005,d005,Development
16077,Kannan,Heemskerk,F,1952-10-12,1987-07-02,49020,Senior Engineer,2001-07-02,9999-01-01,9999-01-01,d005,d005,Development
21713,Guther,Boreale,M,1952-10-12,1986-11-16,40208,Senior Staff,1998-02-06,9999-01-01,9999-01-01,d002,d002,Finance
38707,Constantine,Hitomi,M,1952-10-12,1988-11-11,72764,Senior Staff,1995-11-12,9999-01-01,9999-01-01,d002,d002,Finance
460205,Masaru,Minakawa,F,1952-10-12,1987-11-18,57428,Senior Staff,1987-11-18,9999-01-01,9999-01-01,d001,d001,Marketing
101742,Tetsushi,Sessa,F,1952-10-12,1985-03-03,65726,Senior Staff,1991-09-27,9999-01-01,9999-01-01,d001,d001,Marketing
459278,Gill,Rosar,M,1952-10-12,1985-11-08,56266,Senior Engineer,1990-11-08,9999-01-01,9999-01-01,d004,d004,Production
203627,Minghong,Bashian,F,1952-10-12,1986-05-22,52169,Senior Staff,1986-05-22,9999-01-01,9999-01-01,d004,d004,Production
87796,Boriana,Middleton,F,1952-10-12,1986-03-05,40986,Senior Engineer,1986-03-05,9999-01-01,9999-01-01,d004,d004,Production
444039,Kasidit,Redmiles,M,1952-10-12,1987-08-23,40000,Senior Engineer,1987-08-23,9999-01-01,9999-01-01,d006,d006,Quality Management
432054,Van,McAffer,F,1952-10-12,1986-08-19,45540,Senior Engineer,1995-07-21,9999-01-01,9999-01-01,d006,d006,Quality Management
281345,Giordano,Beetstra,M,1952-10-12,1988-01-12,85228,Senior Staff,1988-01-12,9999-01-01,9999-01-01,d007,d007,Sales
89573,Ute,Varley,M,1952-10-12,1988-08-22,89684,Senior Staff,1994-08-20,9999-01-01,9999-01-01,d007,d007,Sales
417940,Uri,Assaf,F,1952-10-12,1987-04-20,67197,Senior Staff,1995-04-20,9999-01-01,9999-01-01,d007,d007,Sales
108842,Giordano,Heijenga,F,1952-10-12,1985-04-12,94385,Staff,1998-02-08,9999-01-01,9999-01-01,d007,d007,Sales
438404,Fumitake,Auria,M,1952-10-13,1988-09-18,40843,Senior Staff,2000-08-11,9999-01-01,9999-01-01,d009,d009,Customer Service
44088,Uwe,Ohori,M,1952-10-13,1985-03-27,40000,Senior Staff,1996-11-06,9999-01-01,9999-01-01,d009,d009,Customer Service
260359,Kensyu,Furudate,M,1952-10-13,1985-11-06,40000,Senior Engineer,1992-03-18,9999-01-01,9999-01-01,d005,d005,Development
405850,Wayne,Ghazalie,F,1952-10-13,1987-03-12,75070,Senior Engineer,1995-03-12,9999-01-01,9999-01-01,d005,d005,Development
235078,Yoshinari,Ullian,M,1952-10-13,1985-12-28,48112,Senior Engineer,1996-11-18,9999-01-01,9999-01-01,d005,d005,Development
281574,Rasikan,Benantar,M,1952-10-13,1987-05-14,40000,Senior Engineer,1987-05-14,9999-01-01,9999-01-01,d005,d005,Development
93754,Xianlong,Ernst,M,1952-10-13,1986-03-29,51626,Staff,1997-08-24,9999-01-01,9999-01-01,d002,d002,Finance
448307,Sibyl,Walstra,F,1952-10-13,1987-01-07,40000,Staff,1996-03-29,9999-01-01,9999-01-01,d003,d003,Human Resources
465524,Falguni,Falck,F,1952-10-13,1985-06-15,40000,Senior Staff,1991-06-15,9999-01-01,9999-01-01,d003,d003,Human Resources
225030,Leszek,Spell,M,1952-10-13,1988-04-27,54903,Staff,1998-08-06,9999-01-01,9999-01-01,d001,d001,Marketing
22135,Guiseppe,Nyrup,M,1952-10-13,1985-12-12,48289,Staff,1998-02-06,9999-01-01,9999-01-01,d001,d001,Marketing
103936,Chikako,Bolsens,M,1952-10-13,1987-01-30,45650,Senior Engineer,1996-07-15,9999-01-01,9999-01-01,d004,d004,Production
449459,Pohua,Bakhtari,F,1952-10-13,1986-07-05,51461,Engineer,1999-05-10,9999-01-01,9999-01-01,d004,d004,Production
74672,Vishu,Genther,M,1952-10-13,1986-09-07,40000,Senior Engineer,1986-09-07,9999-01-01,9999-01-01,d004,d004,Production
288720,Lein,Leuchs,F,1952-10-13,1986-06-01,43654,Senior Engineer,1994-10-04,9999-01-01,9999-01-01,d004,d004,Production
248310,Christophe,Ratnakar,M,1952-10-13,1988-10-13,69869,Senior Engineer,2000-08-09,9999-01-01,9999-01-01,d004,d004,Production
235197,Abdelwaheb,Baig,F,1952-10-13,1987-05-22,46322,Senior Staff,1987-05-22,9999-01-01,9999-01-01,d004,d004,Production
39426,Bluma,Tanemo,F,1952-10-13,1987-01-22,51988,Senior Engineer,1995-05-25,9999-01-01,9999-01-01,d004,d004,Production
87357,Constantijn,Kambil,M,1952-10-13,1985-11-01,73292,Senior Engineer,1994-03-16,9999-01-01,9999-01-01,d006,d006,Quality Management
97495,Satyanarayana,Fadgyas,F,1952-10-13,1988-08-18,40000,Senior Engineer,2001-10-15,9999-01-01,9999-01-01,d006,d006,Quality Management
33079,Tomoyuki,Lampe,F,1952-10-13,1988-02-12,61434,Staff,1996-11-13,9999-01-01,9999-01-01,d008,d008,Research
474324,Jackson,Ariola,M,1952-10-13,1988-01-19,48827,Senior Staff,1994-01-18,9999-01-01,9999-01-01,d008,d008,Research
429749,Georgy,Reeken,F,1952-10-13,1986-05-22,40000,Senior Staff,1994-07-05,9999-01-01,9999-01-01,d008,d008,Research
481005,Remko,Zeilberger,M,1952-10-13,1986-05-03,40000,Senior Staff,1995-05-03,9999-01-01,9999-01-01,d008,d008,Research
407162,Lech,Sridhar,M,1952-10-13,1985-12-21,75648,Senior Staff,1988-08-28,9999-01-01,9999-01-01,d008,d008,Research
478045,Guoxiang,Hanratty,M,1952-10-13,1987-05-17,40000,Senior Staff,1993-05-16,9999-01-01,9999-01-01,d008,d008,Research
429518,Tomokazu,Poujol,M,1952-10-13,1987-10-13,62701,Senior Staff,1994-10-13,9999-01-01,9999-01-01,d007,d007,Sales
479293,Chandrasekaran,Bage,M,1952-10-13,1986-04-13,75722,Staff,1998-06-23,9999-01-01,9999-01-01,d007,d007,Sales
265377,Vasilii,Merle,M,1952-10-13,1985-06-07,40000,Senior Staff,1999-04-11,9999-01-01,9999-01-01,d007,d007,Sales
280391,Niclas,Spell,M,1952-10-13,1985-10-04,77729,Senior Staff,1992-11-30,9999-01-01,9999-01-01,d007,d007,Sales
253417,Irene,Kalorkoti,F,1952-10-13,1986-10-12,40000,Senior Staff,1992-10-11,9999-01-01,9999-01-01,d007,d007,Sales
265293,Herbert,Hempstead,M,1952-10-13,1985-06-11,79470,Senior Staff,1997-07-05,9999-01-01,9999-01-01,d007,d007,Sales
424499,Kristine,Camurati,M,1952-10-14,1985-06-29,40000,Staff,1998-12-01,9999-01-01,9999-01-01,d009,d009,Customer Service
435491,Kristinn,Bashian,F,1952-10-14,1986-10-28,58317,Senior Engineer,1994-03-24,9999-01-01,9999-01-01,d005,d005,Development
34166,Naftali,Rahimi,F,1952-10-14,1985-02-27,40000,Senior Engineer,1985-02-27,9999-01-01,9999-01-01,d005,d005,Development
103523,Visit,Servieres,M,1952-10-14,1986-08-17,45367,Senior Engineer,1994-01-15,9999-01-01,9999-01-01,d005,d005,Development
229240,Sachar,Kugler,M,1952-10-14,1985-08-27,44535,Senior Engineer,1988-12-21,9999-01-01,9999-01-01,d005,d005,Development
78493,Kaijung,Basagni,M,1952-10-14,1986-07-02,40000,Technique Leader,1987-11-25,9999-01-01,9999-01-01,d005,d005,Development
405378,Kellyn,Straney,F,1952-10-14,1986-03-21,63678,Senior Staff,1996-06-26,9999-01-01,9999-01-01,d002,d002,Finance
439412,Baruch,Peyn,M,1952-10-14,1985-10-13,56805,Senior Staff,1992-10-13,9999-01-01,9999-01-01,d001,d001,Marketing
278024,Guangming,Sridhar,M,1952-10-14,1985-05-01,70454,Senior Staff,1990-05-01,9999-01-01,9999-01-01,d001,d001,Marketing
276764,Xiaoheng,Emmart,F,1952-10-14,1988-03-16,62510,Senior Staff,2001-12-13,9999-01-01,9999-01-01,d001,d001,Marketing
446801,Yolla,Kropp,F,1952-10-14,1986-03-13,58092,Senior Engineer,1998-07-28,9999-01-01,9999-01-01,d004,d004,Production
225480,Sorina,Gimarc,M,1952-10-14,1987-07-10,66471,Senior Staff,1999-02-24,9999-01-01,9999-01-01,d004,d004,Production
406871,Chuanyi,Karlin,F,1952-10-14,1987-06-11,64179,Senior Engineer,1994-06-11,9999-01-01,9999-01-01,d004,d004,Production
68218,Miquel,Renear,M,1952-10-14,1987-08-05,40000,Senior Engineer,1987-08-05,9999-01-01,9999-01-01,d004,d004,Production
432783,Ingmar,Morrow,M,1952-10-14,1987-05-05,40000,Senior Engineer,1994-05-05,9999-01-01,9999-01-01,d004,d004,Production
232818,Sreenivas,Peck,F,1952-10-14,1988-10-30,40000,Engineer,1994-09-15,9999-01-01,9999-01-01,d004,d004,Production
446516,Kristin,Schlegelmilch,F,1952-10-14,1986-01-21,40000,Engineer,1999-10-29,9999-01-01,9999-01-01,d004,d004,Production
220877,Baruch,Christ,M,1952-10-14,1987-10-27,46313,Engineer,1995-10-27,9999-01-01,9999-01-01,d004,d004,Production
251621,Mitchel,Alameldin,M,1952-10-14,1986-03-31,50179,Senior Engineer,1995-03-31,9999-01-01,9999-01-01,d004,d004,Production
222653,Zissis,Schahn,M,1952-10-14,1987-10-30,40000,Senior Engineer,2001-07-27,9999-01-01,9999-01-01,d004,d004,Production
406344,Seshu,Grabner,F,1952-10-14,1988-04-21,54532,Senior Engineer,2000-01-13,9999-01-01,9999-01-01,d004,d004,Production
412052,Rajmohan,Deville,M,1952-10-14,1987-06-23,40000,Senior Engineer,2000-08-25,9999-01-01,9999-01-01,d006,d006,Quality Management
420216,Arumugam,Kalefeld,F,1952-10-14,1988-03-20,40000,Engineer,1998-06-24,9999-01-01,9999-01-01,d006,d006,Quality Management
461693,Fusako,Cappello,F,1952-10-14,1987-09-05,52377,Senior Engineer,1999-09-07,9999-01-01,9999-01-01,d008,d008,Research
83730,Dharmaraja,Lorie,M,1952-10-14,1985-12-20,71048,Senior Staff,1985-12-20,9999-01-01,9999-01-01,d007,d007,Sales
415356,Mostafa,Hofting,M,1952-10-14,1985-11-19,61105,Staff,1997-06-03,9999-01-01,9999-01-01,d007,d007,Sales
261007,Yakkov,Jayawardene,M,1952-10-14,1988-12-09,64321,Staff,1995-07-15,9999-01-01,9999-01-01,d007,d007,Sales
85371,Suebskul,Lanphier,F,1952-10-14,1985-07-30,82701,Senior Staff,1995-08-29,9999-01-01,9999-01-01,d007,d007,Sales
23817,Duri,Coorg,F,1952-10-14,1987-04-15,71444,Senior Staff,1998-04-14,9999-01-01,9999-01-01,d007,d007,Sales
96617,Shirish,Peak,F,1952-10-14,1985-04-16,86569,Senior Staff,1999-02-02,9999-01-01,9999-01-01,d007,d007,Sales
444060,Niteen,Deyuan,M,1952-10-15,1987-06-26,40000,Staff,1998-07-14,9999-01-01,9999-01-01,d009,d009,Customer Service
419387,Frazer,Lichtman,F,1952-10-15,1986-07-31,57855,Engineer,1998-01-24,9999-01-01,9999-01-01,d005,d005,Development
498211,Jasminko,Serra,F,1952-10-15,1987-09-04,64193,Senior Engineer,1992-09-03,9999-01-01,9999-01-01,d005,d005,Development
201278,Aloys,Cherinka,M,1952-10-15,1987-07-08,58097,Senior Engineer,1993-07-07,9999-01-01,9999-01-01,d005,d005,Development
493556,Roddy,Yurek,F,1952-10-15,1985-06-13,40000,Senior Engineer,1992-06-13,9999-01-01,9999-01-01,d005,d005,Development
25327,Mohamadou,Miculan,M,1952-10-15,1987-10-10,53164,Senior Engineer,1997-05-04,9999-01-01,9999-01-01,d005,d005,Development
292464,Gennady,Choobineh,M,1952-10-15,1988-09-28,40000,Senior Engineer,2002-04-19,9999-01-01,9999-01-01,d005,d005,Development
60894,Lein,Fendler,M,1952-10-15,1988-03-29,52840,Senior Engineer,1999-05-25,9999-01-01,9999-01-01,d005,d005,Development
416044,Gro,Schaad,M,1952-10-15,1987-09-11,48091,Senior Engineer,2000-01-31,9999-01-01,9999-01-01,d005,d005,Development
274011,Breannda,Mawatari,M,1952-10-15,1986-05-05,48022,Senior Staff,1997-06-12,9999-01-01,9999-01-01,d002,d002,Finance
400302,Bezalel,Redmiles,F,1952-10-15,1986-11-22,75341,Senior Staff,1996-02-01,9999-01-01,9999-01-01,d002,d002,Finance
223476,Carrsten,Avouris,F,1952-10-15,1986-03-11,60688,Senior Staff,1993-03-11,9999-01-01,9999-01-01,d001,d001,Marketing
56169,Jeanne,Zlotek,F,1952-10-15,1986-09-03,50798,Senior Engineer,1997-01-28,9999-01-01,9999-01-01,d004,d004,Production
26668,Berhard,Bahk,F,1952-10-15,1987-05-01,40000,Senior Staff,1993-04-30,9999-01-01,9999-01-01,d004,d004,Production
